Order ID,Product_Category,Shipping_Mode,Order Value,Package_Weight_Kg,Warehouse Distance Km,Items in Order,Warehouse_Processing_Hours,Courier_Load_Index,Traffic Index,Delivery_Time_Hours
ORD-10303,Sports & Outdoors,Standard,67.76,9.6,881,1,14.4,0.84,0.91,31.2
ORD-10304,Home & Kitchen,Standard,85.55,9.7,970,2,5.2,1.25,1.5,50.7
ORD-10305,Office Supplies,Express,49.74,3.3,66,3,4.8,0.91,0.99,5.8
ORD-10306,Books,Standard,60.19,2.0,98,4,11.0,1.32,1.58,16.1
ORD-10307,Apparel,Standard,134.24,0.3,187,5,13.9,0.98,1.07,18.8
ORD-10308,Toys & Games,Express,123.07,3.1,279,6,2.3,1.39,1.66,13.0
ORD-10309,Health & Beauty,Standard,33.3,1.2,365,1,7.6,1.05,1.15,18.6
ORD-10310,Electronics,Same Day,287.77,1.5,19,2,0.9,0.71,1.74,1.7
ORD-10311,Sports & Outdoors,Economy,251.28,5.8,1056,3,19.3,1.12,1.23,77.5
ORD-10312,Home & Kitchen,Standard,253.43,6.1,632,4,4.2,0.78,1.82,26.6
ORD-10313,Office Supplies,Express,26.06,3.3,634,5,3.6,1.19,1.31,20.1
ORD-10314,Books,Economy,17.55,2.4,1365,6,14.3,0.85,1.9,102.5
ORD-10315,Apparel,Standard,118.48,0.3,899,1,12.9,1.26,1.39,52.3
ORD-10316,Toys & Games,Express,89.91,0.8,227,2,5.2,0.92,0.88,8.3
ORD-10317,Health & Beauty,Economy,91.34,1.4,374,3,9.3,1.33,1.47,38.5
ORD-10318,Electronics,Standard,313.33,3.1,116,4,9.5,0.99,0.96,12.3
ORD-10319,Sports & Outdoors,Express,195.8,2.0,440,5,2.7,1.4,1.55,18.6
ORD-10320,Home & Kitchen,Standard,101.31,2.5,294,6,15.3,1.06,1.04,23.4
ORD-10321,Office Supplies,Standard,88.38,3.3,383,1,6.1,0.72,1.63,17.3
ORD-10322,Books,Express,39.91,2.8,653,2,4.3,1.13,1.12,18.1
ORD-10323,Apparel,Standard,102.72,0.3,561,3,11.9,0.79,1.71,30.8
ORD-10324,Toys & Games,Standard,55.75,2.0,650,4,14.8,1.2,1.2,38.2
ORD-10325,Health & Beauty,Express,54.38,1.6,246,5,1.8,0.86,1.79,8.1
ORD-10326,Electronics,Standard,339.89,4.7,828,6,8.5,1.27,1.28,42.1
ORD-10327,Sports & Outdoors,Standard,139.32,7.2,917,1,11.4,0.93,1.87,51.3
ORD-10328,Home & Kitchen,Express,269.19,9.9,459,2,3.4,1.34,1.36,17.3
ORD-10329,Office Supplies,Standard,65.7,3.3,1095,3,5.1,1.0,0.85,28.4
ORD-10330,Books,Same Day,61.27,0.7,39,4,1.3,1.41,1.44,3.9
ORD-10331,Apparel,Economy,86.96,0.3,516,5,12.8,1.07,0.93,33.3
ORD-10332,Toys & Games,Standard,21.59,3.2,312,6,13.8,0.73,1.52,22.5
ORD-10333,Health & Beauty,Express,112.42,1.8,194,1,4.7,1.14,1.01,8.4
ORD-10334,Electronics,Economy,365.45,6.3,825,2,23.9,0.8,1.6,66.1
ORD-10335,Sports & Outdoors,Standard,83.84,3.4,579,3,10.4,1.21,1.09,29.5
ORD-10336,Home & Kitchen,Express,117.07,6.3,407,4,2.2,0.87,1.68,12.1
ORD-10337,Office Supplies,Economy,42.02,3.3,1134,5,18.9,1.28,1.17,86.8
ORD-10338,Books,Standard,18.63,1.1,846,6,7.0,0.94,1.76,42.0
ORD-10339,Apparel,Express,70.2,0.3,620,1,3.8,1.35,1.25,21.2
ORD-10340,Toys & Games,Standard,97.43,0.9,1024,2,12.8,1.01,1.84,60.4
ORD-10341,Health & Beauty,Standard,75.46,0.2,1113,3,15.7,1.42,1.33,68.3
ORD-10342,Electronics,Express,391.01,1.9,213,4,5.4,1.08,1.92,12.8
ORD-10343,Sports & Outdoors,Standard,267.36,8.6,241,5,9.4,0.74,1.41,15.7
ORD-10344,Home & Kitchen,Standard,285.95,2.7,330,6,12.3,1.15,0.9,20.8
ORD-10345,Office Supplies,Express,19.34,3.3,426,1,2.9,0.81,1.49,11.5
ORD-10346,Books,Standard,40.99,1.5,508,2,6.0,1.22,0.98,21.2
ORD-10347,Apparel,Standard,54.44,0.3,597,3,8.9,0.88,1.57,29.5
ORD-10348,Toys & Games,Express,63.27,2.1,639,4,4.5,1.29,1.06,19.1
ORD-10349,Health & Beauty,Standard,38.5,0.4,775,5,14.7,0.95,1.65,45.1
ORD-10350,Electronics,Same Day,417.57,3.5,11,6,1.7,1.36,1.14,2.3
ORD-10351,Sports & Outdoors,Economy,211.88,4.8,1276,1,22.4,1.02,1.73,112.5
ORD-10352,Home & Kitchen,Standard,133.83,10.1,1042,2,11.3,1.43,1.22,56.7
ORD-10353,Office Supplies,Express,81.66,3.3,374,3,1.7,1.09,1.81,14.0
ORD-10354,Books,Economy,62.35,1.9,285,4,17.4,0.75,1.3,28.5
ORD-10355,Apparel,Standard,38.68,0.3,259,5,7.9,1.16,1.89,22.1
ORD-10356,Toys & Games,Express,29.11,3.3,587,6,3.3,0.82,1.38,14.4
ORD-10357,Health & Beauty,Economy,96.54,0.6,594,1,12.4,1.23,0.87,37.8
ORD-10358,Electronics,Standard,443.13,5.1,526,2,4.5,0.89,1.46,21.6
ORD-10359,Sports & Outdoors,Express,155.4,1.0,180,3,4.9,1.3,0.95,8.6
ORD-10360,Home & Kitchen,Standard,301.71,6.5,704,4,10.3,0.96,1.54,36.3
ORD-10361,Office Supplies,Standard,58.98,3.3,793,5,13.2,1.37,1.03,41.2
ORD-10362,Books,Express,19.71,2.3,393,6,2.4,1.03,1.62,13.3
ORD-10363,Apparel,Standard,202.92,0.3,971,1,6.9,1.44,1.11,45.7
ORD-10364,Toys & Games,Standard,105.95,1.0,1060,2,9.8,1.1,1.7,59.4
ORD-10365,Health & Beauty,Express,59.58,0.8,606,3,4.0,0.76,1.19,13.1
ORD-10366,Electronics,Standard,469.69,6.7,188,4,15.6,1.17,1.78,25.4
ORD-10367,Sports & Outdoors,Standard,99.92,6.2,277,5,6.4,0.83,1.27,13.7
ORD-10368,Home & Kitchen,Express,149.59,2.9,199,6,1.5,1.24,1.86,9.1
ORD-10369,Office Supplies,Standard,35.3,3.3,455,1,12.2,0.9,1.35,26.0
ORD-10370,Books,Same Day,41.07,2.7,31,2,2.1,1.31,1.94,4.7
ORD-10371,Apparel,Economy,186.16,0.3,736,3,15.9,0.97,1.43,56.7
ORD-10372,Toys & Games,Standard,71.79,2.2,722,4,8.8,1.38,0.92,31.7
ORD-10373,Health & Beauty,Express,22.62,1.0,554,5,2.8,1.04,1.51,17.3
ORD-10374,Electronics,Economy,495.25,2.3,1045,6,10.9,0.7,1.0,40.2
ORD-10375,Sports & Outdoors,Standard,43.44,2.4,989,1,5.4,1.11,1.59,49.0
ORD-10376,Home & Kitchen,Express,317.47,10.3,147,2,4.4,0.77,1.08,6.4
ORD-10377,Office Supplies,Economy,97.62,3.3,1354,3,22.0,1.18,1.67,128.7
ORD-10378,Books,Standard,63.43,0.6,206,4,14.1,0.84,1.16,19.1
ORD-10379,Apparel,Express,170.4,0.3,360,5,1.9,1.25,1.75,15.0
ORD-10380,Toys & Games,Standard,37.63,3.4,384,6,7.8,0.91,1.24,18.6
ORD-10381,Health & Beauty,Standard,80.66,1.2,473,1,10.7,1.32,1.83,39.3
ORD-10382,Electronics,Express,521.81,3.9,573,2,3.5,0.98,1.32,15.9
ORD-10383,Sports & Outdoors,Standard,227.96,7.6,651,3,4.4,1.39,1.91,47.6
ORD-10384,Home & Kitchen,Standard,165.35,6.7,740,4,7.3,1.05,1.4,34.5
ORD-10385,Office Supplies,Express,74.94,3.3,166,5,5.1,0.71,0.89,6.8
ORD-10386,Books,Standard,20.79,1.0,918,6,13.1,1.12,1.48,51.1
ORD-10387,Apparel,Standard,154.64,0.3,1007,1,16.0,0.78,0.97,35.0
ORD-10388,Toys & Games,Express,113.47,1.1,379,2,2.6,1.19,1.56,14.3
ORD-10389,Health & Beauty,Standard,43.7,1.4,135,3,9.7,0.85,1.05,12.7
ORD-10390,Electronics,Same Day,547.37,5.5,51,4,2.5,1.26,1.64,6.0
ORD-10391,Sports & Outdoors,Economy,171.48,3.8,196,5,9.4,0.92,1.13,17.6
ORD-10392,Home & Kitchen,Standard,333.23,3.1,402,6,6.3,1.33,1.72,29.3
ORD-10393,Office Supplies,Express,51.26,3.3,114,1,3.9,0.99,1.21,6.2
ORD-10394,Books,Economy,42.15,1.4,505,2,20.5,1.4,1.8,71.4
ORD-10395,Apparel,Standard,138.88,0.3,669,3,15.0,1.06,1.29,37.9
ORD-10396,Toys & Games,Express,79.31,2.3,327,4,5.5,0.72,1.88,12.9
ORD-10397,Health & Beauty,Economy,101.74,1.6,814,5,15.5,1.13,1.37,65.9
ORD-10398,Electronics,Standard,573.93,1.1,936,6,11.6,0.79,0.86,27.5
ORD-10399,Sports & Outdoors,Express,115.0,9.0,540,1,3.0,1.2,1.45,18.7
ORD-10400,Home & Kitchen,Standard,181.11,10.5,1114,2,5.3,0.86,0.94,27.8
ORD-10401,Office Supplies,Standard,28.58,3.3,153,3,8.2,1.27,1.53,15.6
ORD-10402,Books,Express,64.51,1.8,133,4,4.6,0.93,1.02,6.7
ORD-10403,Apparel,Standard,122.12,0.3,331,5,14.0,1.34,1.61,31.9
ORD-10404,Toys & Games,Standard,45.15,3.5,420,6,4.8,1.0,1.1,16.4
ORD-10405,Health & Beauty,Express,64.78,1.8,346,1,2.1,1.41,1.69,15.8
ORD-10406,Electronics,Standard,599.49,2.7,598,2,10.6,1.07,1.18,29.5
ORD-10407,Sports & Outdoors,Standard,59.52,5.2,687,3,13.5,0.73,1.77,35.7
ORD-10408,Home & Kitchen,Express,349.99,6.9,559,4,3.7,1.14,1.26,17.1
ORD-10409,Office Supplies,Standard,90.9,3.3,865,5,7.2,0.8,1.85,39.2
ORD-10410,Books,Same Day,21.87,2.2,23,6,1.1,1.21,1.34,2.3
ORD-10411,Apparel,Economy,106.36,0.3,956,1,19.0,0.87,1.93,83.2
ORD-10412,Toys & Games,Standard,121.99,1.2,82,2,15.9,1.28,1.42,19.6
ORD-10413,Health & Beauty,Express,27.82,0.2,294,3,5.0,0.94,0.91,9.2
ORD-10414,Electronics,Economy,625.05,4.3,1265,4,14.0,1.35,1.5,116.5
ORD-10415,Sports & Outdoors,Standard,243.04,1.4,349,5,12.5,1.01,0.99,21.2
ORD-10416,Home & Kitchen,Express,197.87,3.3,507,6,2.5,1.42,1.58,21.5
ORD-10417,Office Supplies,Economy,67.22,3.3,274,1,9.0,1.08,1.07,21.7
ORD-10418,Books,Standard,43.23,2.6,616,2,9.1,0.74,1.66,28.0
ORD-10419,Apparel,Express,90.6,0.3,100,3,4.1,1.15,1.15,6.3
ORD-10420,Toys & Games,Standard,87.83,2.4,794,4,14.9,0.81,1.74,42.9
ORD-10421,Health & Beauty,Standard,85.86,0.4,883,5,5.7,1.22,1.23,38.8
ORD-10422,Electronics,Express,651.61,5.9,313,6,1.6,0.88,1.82,10.0
ORD-10423,Sports & Outdoors,Standard,187.56,6.6,1061,1,11.5,1.29,1.31,56.3
ORD-10424,Home & Kitchen,Standard,45.75,10.7,100,2,14.4,0.95,1.9,18.9
ORD-10425,Office Supplies,Express,44.54,3.3,526,3,3.2,1.36,1.39,19.8
ORD-10426,Books,Standard,65.59,0.5,278,4,8.1,1.02,0.88,14.3
ORD-10427,Apparel,Standard,74.84,0.3,367,5,11.0,1.43,1.47,30.3
ORD-10428,Toys & Games,Express,53.67,3.6,119,6,4.8,1.09,0.96,6.9
ORD-10429,Health & Beauty,Standard,48.9,0.6,545,1,4.7,0.75,1.55,20.5
ORD-10430,Electronics,Same Day,677.17,1.5,43,2,1.5,1.16,1.04,3.2
ORD-10431,Sports & Outdoors,Economy,131.08,2.8,416,3,12.5,0.82,1.63,34.7
ORD-10432,Home & Kitchen,Standard,213.63,7.1,812,4,13.4,1.23,1.12,41.4
ORD-10433,Office Supplies,Express,21.86,3.3,474,5,2.0,0.89,1.71,14.0
ORD-10434,Books,Economy,22.95,0.9,725,6,23.6,1.3,1.2,68.8
ORD-10435,Apparel,Standard,58.08,0.3,1079,1,10.0,0.96,1.79,56.4
ORD-10436,Toys & Games,Express,129.51,1.3,67,2,3.6,1.37,1.28,5.6
ORD-10437,Health & Beauty,Economy,106.94,0.8,1034,3,18.6,1.03,1.87,98.3
ORD-10438,Electronics,Standard,703.73,3.1,296,4,6.6,1.44,1.36,21.1
ORD-10439,Sports & Outdoors,Express,75.6,8.0,280,5,5.2,1.1,0.85,9.6
ORD-10440,Home & Kitchen,Standard,61.51,3.5,474,6,12.4,0.76,1.44,25.4
ORD-10441,Office Supplies,Standard,83.18,3.3,563,1,15.3,1.17,0.93,30.6
ORD-10442,Books,Express,44.31,1.3,493,2,2.7,0.83,1.52,13.1
ORD-10443,Apparel,Standard,42.32,0.3,741,3,9.0,1.24,1.01,32.2
ORD-10444,Toys & Games,Standard,95.35,2.5,830,4,11.9,0.9,1.6,41.8
ORD-10445,Health & Beauty,Express,69.98,1.0,86,5,4.3,1.31,1.09,6.3
ORD-10446,Electronics,Standard,729.29,4.7,1008,6,5.6,0.97,1.68,46.7
ORD-10447,Sports & Outdoors,Standard,259.12,4.2,1097,1,8.5,1.38,1.17,52.8
ORD-10448,Home & Kitchen,Express,229.39,10.9,299,2,1.8,1.04,1.76,10.9
ORD-10449,Office Supplies,Standard,60.5,3.3,225,3,14.3,0.7,1.25,19.2
ORD-10450,Books,Same Day,66.67,1.7,15,4,1.9,1.11,1.84,2.9
ORD-10451,Apparel,Economy,206.56,0.3,1176,5,22.1,0.77,1.33,70.3
ORD-10452,Toys & Games,Standard,61.19,3.7,492,6,10.9,1.18,1.92,38.8
ORD-10453,Health & Beauty,Express,32.02,1.2,654,1,3.1,0.84,1.41,16.0
ORD-10454,Electronics,Economy,755.85,6.3,185,2,17.1,1.25,0.9,25.4
ORD-10455,Sports & Outdoors,Standard,203.64,9.4,759,3,7.5,0.91,1.49,33.2
ORD-10456,Home & Kitchen,Express,77.27,7.3,247,4,4.7,1.32,0.98,10.0
ORD-10457,Office Supplies,Economy,37.82,3.3,494,5,12.1,0.98,1.57,42.5
ORD-10458,Books,Standard,23.03,2.1,1026,6,4.1,1.39,1.06,41.9
ORD-10459,Apparel,Express,190.8,0.3,460,1,2.2,1.05,1.65,15.5
ORD-10460,Toys & Games,Standard,27.03,1.4,154,2,9.9,0.71,1.14,13.0
ORD-10461,Health & Beauty,Standard,90.06,1.4,243,3,12.8,1.12,1.73,24.6
ORD-10462,Electronics,Express,781.41,1.9,53,4,3.8,0.78,1.22,4.6
ORD-10463,Sports & Outdoors,Standard,147.16,5.6,421,5,6.5,1.19,1.81,29.2
ORD-10464,Home & Kitchen,Standard,245.15,3.7,510,6,9.4,0.85,1.3,23.5
ORD-10465,Office Supplies,Express,99.14,3.3,266,1,5.4,1.26,1.89,16.0
ORD-10466,Books,Standard,45.39,2.5,688,2,15.2,0.92,1.38,37.0
ORD-10467,Apparel,Standard,174.04,0.3,777,3,6.0,1.33,0.87,28.5
ORD-10468,Toys & Games,Express,103.87,2.6,479,4,2.9,0.99,1.46,14.4
ORD-10469,Health & Beauty,Standard,53.1,1.6,955,5,11.8,1.4,0.95,43.6
ORD-10470,Electronics,Same Day,807.97,3.5,35,6,2.3,1.06,1.54,4.2
ORD-10471,Sports & Outdoors,Economy,91.68,1.8,636,1,15.6,0.72,1.03,34.5
ORD-10472,Home & Kitchen,Standard,93.03,11.1,172,2,8.4,1.13,1.62,16.3
ORD-10473,Office Supplies,Express,76.46,3.3,214,3,4.2,0.79,1.11,7.3
ORD-10474,Books,Economy,67.75,0.4,945,4,10.6,1.2,1.7,87.7
ORD-10475,Apparel,Standard,158.28,0.3,439,5,5.0,0.86,1.19,16.2
ORD-10476,Toys & Games,Express,69.71,3.8,427,6,1.7,1.27,1.78,17.8
ORD-10477,Health & Beauty,Economy,111.14,1.8,1254,1,21.7,0.93,1.27,80.9
ORD-10478,Electronics,Standard,833.53,5.1,706,2,13.7,1.34,1.86,57.7
ORD-10479,Sports & Outdoors,Express,35.2,7.0,640,3,3.3,1.0,1.35,17.7
ORD-10480,Home & Kitchen,Standard,261.91,7.5,884,4,7.4,1.41,1.94,67.9
ORD-10481,Office Supplies,Standard,53.78,3.3,973,5,10.3,1.07,1.43,47.5
ORD-10482,Books,Express,24.11,0.8,233,6,4.9,0.73,0.92,7.5
ORD-10483,Apparel,Standard,142.52,0.3,101,1,4.0,1.14,1.51,8.3
ORD-10484,Toys & Games,Standard,35.55,1.5,190,2,6.9,0.8,1.0,10.7
ORD-10485,Health & Beauty,Express,74.18,0.2,446,3,2.4,1.21,1.59,16.7
ORD-10486,Electronics,Standard,859.09,6.7,368,4,12.7,0.87,1.08,21.3
ORD-10487,Sports & Outdoors,Standard,219.72,3.2,457,5,15.6,1.28,1.67,40.0
ORD-10488,Home & Kitchen,Express,109.79,3.9,659,6,4.0,0.94,1.16,16.0
ORD-10489,Office Supplies,Standard,30.1,3.3,635,1,9.3,1.35,1.75,46.8
ORD-10490,Books,Same Day,46.47,1.2,55,2,0.9,1.01,1.24,3.2
ORD-10491,Apparel,Economy,126.76,0.3,1396,3,9.1,1.42,1.83,154.2
ORD-10492,Toys & Games,Standard,111.39,2.7,902,4,5.9,1.08,1.32,38.0
ORD-10493,Health & Beauty,Express,37.22,0.4,394,5,5.3,0.74,1.91,14.6
ORD-10494,Electronics,Economy,135.65,2.3,405,6,20.2,1.15,1.4,46.3
ORD-10495,Sports & Outdoors,Standard,163.24,8.4,119,1,14.6,0.81,0.89,16.7
ORD-10496,Home & Kitchen,Express,277.67,11.3,607,2,2.8,1.22,1.48,21.1
ORD-10497,Office Supplies,Economy,92.42,3.3,714,3,15.2,0.88,0.97,39.6
ORD-10498,Books,Standard,68.83,1.6,386,4,11.2,1.29,1.56,30.6
ORD-10499,Apparel,Express,110.0,0.3,200,5,4.4,0.95,1.05,7.7
ORD-10500,Toys & Games,Standard,77.23,3.9,564,6,4.9,1.36,1.64,36.3
ORD-10501,Health & Beauty,Standard,95.26,0.6,653,1,7.8,1.02,1.13,26.6
ORD-10502,Electronics,Express,161.21,3.9,413,2,1.9,1.43,1.72,18.8
ORD-10503,Sports & Outdoors,Standard,107.76,4.6,831,3,13.6,1.09,1.21,41.0
ORD-10504,Home & Kitchen,Standard,125.55,7.7,920,4,4.4,0.75,1.8,35.5
ORD-10505,Office Supplies,Express,69.74,3.3,626,5,3.5,1.16,1.29,19.1
ORD-10506,Books,Standard,25.19,2.0,1098,6,10.2,0.82,1.88,52.5
ORD-10507,Apparel,Standard,94.24,0.3,137,1,13.1,1.23,1.37,18.9
ORD-10508,Toys & Games,Express,43.07,1.6,219,2,5.1,0.89,0.86,7.9
ORD-10509,Health & Beauty,Standard,58.3,0.8,315,3,6.8,1.3,1.45,21.6
ORD-10510,Electronics,Same Day,187.77,5.5,27,4,1.3,0.96,0.94,2.1
ORD-10511,Sports & Outdoors,Economy,51.28,9.8,856,5,18.7,1.37,1.53,90.5
ORD-10512,Home & Kitchen,Standard,293.43,4.1,582,6,15.5,1.03,1.02,30.8
ORD-10513,Office Supplies,Express,46.06,3.3,574,1,2.3,1.44,1.61,24.5
ORD-10514,Books,Economy,47.55,2.4,1165,2,13.7,1.1,1.1,70.1
ORD-10515,Apparel,Standard,78.48,0.3,849,3,12.1,0.76,1.69,39.4
ORD-10516,Toys & Games,Express,119.91,2.8,167,4,3.9,1.17,1.18,7.7
ORD-10517,Health & Beauty,Economy,21.34,1.0,174,5,8.7,0.83,1.77,18.9
ORD-10518,Electronics,Standard,213.33,1.1,1116,6,8.7,1.24,1.26,52.3
ORD-10519,Sports & Outdoors,Express,235.8,6.0,380,1,5.5,0.9,1.85,16.0
ORD-10520,Home & Kitchen,Standard,141.31,11.5,244,2,14.5,1.31,1.34,25.2
ORD-10521,Office Supplies,Standard,23.38,3.3,333,3,5.3,0.97,1.93,20.9
ORD-10522,Books,Express,69.91,2.8,593,4,3.0,1.38,1.42,22.4
ORD-10523,Apparel,Standard,62.72,0.3,511,5,11.1,1.04,0.91,23.2
ORD-10524,Toys & Games,Standard,85.75,0.5,600,6,14.0,0.7,1.5,29.8
ORD-10525,Health & Beauty,Express,79.38,1.2,186,1,4.6,1.11,0.99,8.0
ORD-10526,Electronics,Standard,239.89,2.7,778,2,7.7,0.77,1.58,31.4
ORD-10527,Sports & Outdoors,Standard,179.32,2.2,867,3,10.6,1.18,1.07,38.0
ORD-10528,Home & Kitchen,Express,309.19,7.9,399,4,2.1,0.84,1.66,11.4
ORD-10529,Office Supplies,Standard,85.7,3.3,1045,5,4.3,1.25,1.15,41.9
ORD-10530,Books,Same Day,26.27,0.7,47,6,1.7,0.91,1.74,4.2
ORD-10531,Apparel,Economy,46.96,0.3,316,1,12.2,1.32,1.23,32.7
ORD-10532,Toys & Games,Standard,51.59,1.7,262,2,13.0,0.98,1.82,24.7
ORD-10533,Health & Beauty,Express,42.42,1.4,134,3,3.4,1.39,1.31,7.5
ORD-10534,Electronics,Economy,265.45,4.3,625,4,23.3,1.05,1.9,73.2
ORD-10535,Sports & Outdoors,Standard,123.84,7.4,529,5,9.6,0.71,1.39,22.7
ORD-10536,Home & Kitchen,Express,157.07,4.3,347,6,5.0,1.12,0.88,10.7
ORD-10537,Office Supplies,Economy,62.02,3.3,934,1,18.3,0.78,1.47,61.1
ORD-10538,Books,Standard,48.63,1.1,796,2,6.2,1.19,0.96,28.9
ORD-10539,Apparel,Express,30.2,0.3,560,3,2.5,0.85,1.55,14.8
ORD-10540,Toys & Games,Standard,127.43,2.9,974,4,12.0,1.26,1.04,43.9
ORD-10541,Health & Beauty,Standard,100.46,1.6,1063,5,14.9,0.92,1.63,54.8
ORD-10542,Electronics,Express,291.01,5.9,153,6,4.1,1.33,1.12,7.9
ORD-10543,Sports & Outdoors,Standard,67.36,3.6,191,1,8.6,0.99,1.71,16.7
ORD-10544,Home & Kitchen,Standard,325.95,11.7,280,2,11.5,1.4,1.2,23.3
ORD-10545,Office Supplies,Express,39.34,3.3,366,3,1.6,1.06,1.79,13.2
ORD-10546,Books,Standard,70.99,1.5,458,4,5.2,0.72,1.28,15.8
ORD-10547,Apparel,Standard,194.44,0.3,547,5,8.1,1.13,1.87,37.0
ORD-10548,Toys & Games,Express,93.27,0.6,579,6,3.2,0.79,1.36,13.6
ORD-10549,Health & Beauty,Standard,63.5,1.8,725,1,13.9,1.2,0.85,32.4
ORD-10550,Electronics,Same Day,317.57,1.5,19,2,2.1,0.86,1.44,2.9
ORD-10551,Sports & Outdoors,Economy,251.88,8.8,1076,3,21.8,1.27,0.93,72.6
ORD-10552,Home & Kitchen,Standard,173.83,8.1,992,4,10.5,0.93,1.52,45.6
ORD-10553,Office Supplies,Express,16.66,3.3,314,5,4.5,1.34,1.01,11.6
ORD-10554,Books,Economy,27.35,1.9,1385,6,16.8,1.0,1.6,105.4
ORD-10555,Apparel,Standard,178.68,0.3,209,1,7.1,1.41,1.09,15.1
ORD-10556,Toys & Games,Express,59.11,1.8,527,2,2.0,1.07,1.68,17.8
ORD-10557,Health & Beauty,Economy,26.54,0.2,394,3,11.8,0.73,1.17,25.3
ORD-10558,Electronics,Standard,343.13,3.1,476,4,15.8,1.14,1.76,39.7
ORD-10559,Sports & Outdoors,Express,195.4,5.0,120,5,3.6,0.8,1.25,5.6
ORD-10560,Home & Kitchen,Standard,341.71,4.5,654,6,9.5,1.21,1.84,45.9
ORD-10561,Office Supplies,Standard,78.98,3.3,743,1,12.4,0.87,1.33,33.9
ORD-10562,Books,Express,49.71,2.3,333,2,5.2,1.28,1.92,18.8
ORD-10563,Apparel,Standard,162.92,0.3,921,3,6.1,0.94,1.41,36.6
ORD-10564,Toys & Games,Standard,25.95,3.0,1010,4,9.0,1.35,0.9,39.7
ORD-10565,Health & Beauty,Express,84.58,0.4,546,5,2.7,1.01,1.49,16.4
ORD-10566,Electronics,Standard,369.69,4.7,138,6,14.8,1.42,0.98,19.6
ORD-10567,Sports & Outdoors,Standard,139.92,1.2,227,1,5.6,1.08,1.57,15.2
ORD-10568,Home & Kitchen,Express,189.59,11.9,139,2,4.3,0.74,1.06,6.1
ORD-10569,Office Supplies,Standard,55.3,3.3,405,3,11.4,1.15,1.65,30.6
ORD-10570,Books,Same Day,71.07,2.7,39,4,2.5,0.81,1.14,3.7
ORD-10571,Apparel,Economy,146.16,0.3,536,5,15.3,1.22,1.73,60.6
ORD-10572,Toys & Games,Standard,101.79,0.7,672,6,8.0,0.88,1.22,26.0
ORD-10573,Health & Beauty,Express,47.62,0.6,494,1,1.5,1.29,1.81,20.7
ORD-10574,Electronics,Economy,395.25,6.3,845,2,10.3,0.95,1.3,52.0
ORD-10575,Sports & Outdoors,Standard,83.44,6.4,939,3,4.6,1.36,1.89,64.9
ORD-10576,Home & Kitchen,Express,357.47,8.3,87,4,3.1,1.02,1.38,5.1
ORD-10577,Office Supplies,Economy,32.62,3.3,1154,5,21.4,1.43,0.87,78.8
ORD-10578,Books,Standard,28.43,0.6,156,6,13.3,1.09,1.46,19.5
ORD-10579,Apparel,Express,130.4,0.3,300,1,4.7,0.75,0.95,8.3
ORD-10580,Toys & Games,Standard,67.63,1.9,334,2,7.0,1.16,1.54,21.9
ORD-10581,Health & Beauty,Standard,105.66,0.8,423,3,9.9,0.82,1.03,18.8
ORD-10582,Electronics,Express,421.81,1.9,513,4,2.2,1.23,1.62,19.2
ORD-10583,Sports & Outdoors,Standard,267.96,2.6,601,5,15.7,0.89,1.11,30.5
ORD-10584,Home & Kitchen,Standard,205.35,4.7,690,6,6.5,1.3,1.7,44.6
ORD-10585,Office Supplies,Express,94.94,3.3,106,1,3.8,0.96,1.19,5.8
ORD-10586,Books,Standard,50.79,1.0,868,2,12.3,1.37,1.78,65.2
ORD-10587,Apparel,Standard,114.64,0.3,957,3,15.2,1.03,1.27,46.5
ORD-10588,Toys & Games,Express,33.47,3.1,319,4,5.4,1.44,1.86,19.6
ORD-10589,Health & Beauty,Standard,68.7,1.0,85,5,8.9,1.1,1.35,12.1
ORD-10590,Electronics,Same Day,447.37,3.5,11,6,1.1,0.76,1.94,1.6
ORD-10591,Sports & Outdoors,Economy,211.48,7.8,1296,1,8.8,1.17,1.43,95.5
ORD-10592,Home & Kitchen,Standard,53.23,12.1,352,2,5.5,0.83,0.92,12.2
ORD-10593,Office Supplies,Express,71.26,3.3,54,3,2.6,1.24,1.51,4.3
ORD-10594,Books,Economy,72.15,1.4,305,4,19.9,0.9,1.0,30.9
ORD-10595,Apparel,Standard,98.88,0.3,619,5,14.2,1.31,1.59,46.4
ORD-10596,Toys & Games,Express,109.31,0.8,267,6,4.2,0.97,1.08,8.9
ORD-10597,Health & Beauty,Economy,31.74,1.2,614,1,14.9,1.38,1.67,71.5
ORD-10598,Electronics,Standard,473.93,5.1,886,2,10.8,1.04,1.16,37.5
ORD-10599,Sports & Outdoors,Express,155.0,4.0,480,3,1.7,0.7,1.75,11.5
ORD-10600,Home & Kitchen,Standard,221.11,8.5,1064,4,4.5,1.11,1.24,41.1
ORD-10601,Office Supplies,Standard,48.58,3.3,103,5,7.4,0.77,1.83,11.0
ORD-10602,Books,Express,29.51,1.8,73,6,3.3,1.18,1.32,5.2
ORD-10603,Apparel,Standard,82.12,0.3,281,1,13.2,0.84,1.91,24.5
ORD-10604,Toys & Games,Standard,75.15,2.0,370,2,4.0,1.25,1.4,20.2
ORD-10605,Health & Beauty,Express,89.78,1.4,286,3,4.9,0.91,0.89,8.8
ORD-10606,Electronics,Standard,499.49,6.7,548,4,9.8,1.32,1.48,36.6
